x1,x2,x1_squared,x2_squared,x1_times_x2,dx1,dx2
1.505066403,1.001880393,2.2652248774393584,1.0037643218778345,1.5078965193287364,0.0,0.0
1.569909679,0.948006377,2.464616400217883,0.8987160908326661,1.488284387006023,0.5240759500000003,-0.37366447999999997
1.609881593,0.927147497,2.591718743480218,0.859602481193365,1.4925976894163229,0.5226254900000005,-0.20114562499999988
1.674434777,0.907777252,2.80373182242704,0.8240595392486716,1.520013800518293,0.6055079549999998,-0.2447685249999998
1.730983184,0.878193792,2.996302783290778,0.7712243363073393,1.5201386862451938,0.6774034149999997,-0.19043740500000017
1.80991546,0.869689771,3.2757939723470115,0.7563602977820324,1.5740649619367597,0.6609220649999992,-0.2716265350000002
1.863167597,0.823868485,3.471393494510754,0.6787592805761952,1.5350050654414804,0.6788614549999994,-0.2931371500000002
1.945687751,0.811062341,3.7857008243914376,0.6578221209884002,1.578074062181085,0.9063771850000002,-0.1181235650000001
2.044443034,0.800243772,4.179747319271125,0.6403900946247879,1.636052805167284,0.9547848950000004,-0.12161972500000007
2.13664473,0.786738396,4.5652507022367725,0.6189573037406527,1.680980447702053,1.2262059849999996,-0.1312822050000001
2.289684231,0.773987331,5.242653877690061,0.5990563885485035,1.7721865867844773,1.4503060899999998,-0.10239755999999989
2.426705948,0.766258884,5.888901758058578,0.5871526773089254,1.859484991510642,1.4845179900000005,-0.08575170499999951
2.586587829,0.75683699,6.690436597130933,0.5728022294322601,1.9576253468709948,1.56746689,-0.10041950500000008
2.740199326,0.746174983,7.508692346210854,0.5567771052550502,2.044668185494661,1.6807076900000006,-0.10211246500000049
2.922729367,0.736414497,8.542346952724222,0.5423063113917629,2.1523402766664335,1.8857435150000001,0.04389077000000019
3.117348029,0.754953137,9.717858733910184,0.5699542390661407,2.353451673614317,1.504139995,0.12148987500000041
3.223557366,0.760712472,10.391322091892858,0.5786834650563508,2.452200292523669,1.4787281900000004,0.017205559999999842
3.413093667,0.758394249,11.649208379715507,0.575161836916274,2.588470608351121,1.5282338949999996,0.015315934999999836
3.529204145,0.763775659,12.45528189708518,0.5833532572808843,2.6955202215929064,1.3225518899999988,0.046695100000000433
